,count,datetime,val1,val2,val3,val4
3105,第3106回,2011年5月4日,4,0,1,2
3106,第3107回,2011年5月5日,0,9,1,2
3107,第3108回,2011年5月6日,1,7,6,8
3108,第3109回,2011年5月9日,1,5,6,7
3109,第3110回,2011年5月10日,2,9,9,1
3110,第3111回,2011年5月11日,7,7,2,5
3111,第3112回,2011年5月12日,9,3,4,5
3112,第3113回,2011年5月13日,8,4,4,6
3113,第3114回,2011年5月16日,8,6,5,3
3114,第3115回,2011年5月17日,6,3,5,3
3115,第3116回,2011年5月18日,4,3,9,2
3116,第3117回,2011年5月19日,8,0,3,2
3117,第3118回,2011年5月20日,7,2,8,9
3118,第3119回,2011年5月23日,3,1,0,7
3119,第3120回,2011年5月24日,7,4,9,7
3120,第3121回,2011年5月25日,4,9,7,0
3121,第3122回,2011年5月26日,0,5,8,0
3122,第3123回,2011年5月27日,3,3,1,1
3123,第3124回,2011年5月30日,8,0,2,9
3124,第3125回,2011年5月31日,9,9,3,7
3125,第3126回,2011年6月1日,6,5,3,3
3126,第3127回,2011年6月2日,7,7,1,3
3127,第3128回,2011年6月3日,8,9,6,4
3128,第3129回,2011年6月6日,9,4,9,7
3129,第3130回,2011年6月7日,2,7,0,8
3130,第3131回,2011年6月8日,5,1,9,3
3131,第3132回,2011年6月9日,6,4,0,8
3132,第3133回,2011年6月10日,0,0,8,5
3133,第3134回,2011年6月13日,0,4,9,6
3134,第3135回,2011年6月14日,6,8,5,3
3135,第3136回,2011年6月15日,6,9,2,5
3136,第3137回,2011年6月16日,8,7,0,9
3137,第3138回,2011年6月17日,2,1,6,9
3138,第3139回,2011年6月20日,6,9,3,5
3139,第3140回,2011年6月21日,2,7,3,2
3140,第3141回,2011年6月22日,3,0,6,7
3141,第3142回,2011年6月23日,6,0,9,6
3142,第3143回,2011年6月24日,5,0,4,0
3143,第3144回,2011年6月27日,6,6,4,1
3144,第3145回,2011年6月28日,7,9,8,1
3145,第3146回,2011年6月29日,4,0,6,8
3146,第3147回,2011年6月30日,8,6,6,2
3147,第3148回,2011年7月1日,7,5,1,3
3148,第3149回,2011年7月4日,1,1,1,7
3149,第3150回,2011年7月5日,7,2,3,0
3150,第3151回,2011年7月6日,1,1,8,2
3151,第3152回,2011年7月7日,1,1,7,3
3152,第3153回,2011年7月8日,8,5,1,5
3153,第3154回,2011年7月11日,3,3,3,2
3154,第3155回,2011年7月12日,3,1,8,0
3155,第3156回,2011年7月13日,7,8,7,9
3156,第3157回,2011年7月14日,6,2,2,4
3157,第3158回,2011年7月15日,6,4,2,0
3158,第3159回,2011年7月18日,2,5,1,0
3159,第3160回,2011年7月19日,9,4,2,2
3160,第3161回,2011年7月20日,3,2,2,1
3161,第3162回,2011年7月21日,3,2,7,0
3162,第3163回,2011年7月22日,6,4,9,1
3163,第3164回,2011年7月25日,8,9,6,5
3164,第3165回,2011年7月26日,8,6,5,1
3165,第3166回,2011年7月27日,7,8,1,5
3166,第3167回,2011年7月28日,4,8,7,4
3167,第3168回,2011年7月29日,7,6,7,5
3168,第3169回,2011年8月1日,1,1,7,7
3169,第3170回,2011年8月2日,9,4,3,7
3170,第3171回,2011年8月3日,0,9,4,5
3171,第3172回,2011年8月4日,9,9,0,4
3172,第3173回,2011年8月5日,3,3,8,8
3173,第3174回,2011年8月8日,8,2,7,5
3174,第3175回,2011年8月9日,8,4,9,9
3175,第3176回,2011年8月10日,5,8,8,9
3176,第3177回,2011年8月11日,8,4,7,9
3177,第3178回,2011年8月12日,8,5,1,6
3178,第3179回,2011年8月15日,7,8,2,3
3179,第3180回,2011年8月16日,5,6,3,7
3180,第3181回,2011年8月17日,2,3,3,0
3181,第3182回,2011年8月18日,5,4,2,5
3182,第3183回,2011年8月19日,5,4,8,9
3183,第3184回,2011年8月22日,1,5,5,6
3184,第3185回,2011年8月23日,8,7,1,0
3185,第3186回,2011年8月24日,0,5,7,1
3186,第3187回,2011年8月25日,8,7,8,5
3187,第3188回,2011年8月26日,1,6,6,1
3188,第3189回,2011年8月29日,2,6,9,5
3189,第3190回,2011年8月30日,8,1,0,3
3190,第3191回,2011年8月31日,0,3,1,9
3191,第3192回,2011年9月1日,6,9,9,5
3192,第3193回,2011年9月2日,5,3,9,4
3193,第3194回,2011年9月5日,7,3,1,4
3194,第3195回,2011年9月6日,2,8,1,7
3195,第3196回,2011年9月7日,1,5,8,6
3196,第3197回,2011年9月8日,3,3,9,7
3197,第3198回,2011年9月9日,9,2,8,6
3198,第3199回,2011年9月12日,8,8,9,9
3199,第3200回,2011年9月13日,2,4,3,9
3200,第3201回,2011年9月14日,8,6,7,3
3201,第3202回,2011年9月15日,8,3,8,1
3202,第3203回,2011年9月16日,0,5,2,7
3203,第3204回,2011年9月19日,1,2,0,7
3204,第3205回,2011年9月20日,8,0,3,9
3205,第3206回,2011年9月21日,4,8,3,4
3206,第3207回,2011年9月22日,4,0,7,6
3207,第3208回,2011年9月23日,3,7,5,4
3208,第3209回,2011年9月26日,0,1,9,8
3209,第3210回,2011年9月27日,6,0,4,1
3210,第3211回,2011年9月28日,0,7,9,6
3211,第3212回,2011年9月29日,5,8,0,9
3212,第3213回,2011年9月30日,0,1,8,1
3213,第3214回,2011年10月3日,2,1,8,9
3214,第3215回,2011年10月4日,3,4,9,4
3215,第3216回,2011年10月5日,0,7,9,3
3216,第3217回,2011年10月6日,0,0,8,9
3217,第3218回,2011年10月7日,8,4,3,0
3218,第3219回,2011年10月10日,9,6,1,1
3219,第3220回,2011年10月11日,1,8,0,9
3220,第3221回,2011年10月12日,3,7,9,2
3221,第3222回,2011年10月13日,0,7,3,1
3222,第3223回,2011年10月14日,3,8,6,1
3223,第3224回,2011年10月17日,9,8,5,8
3224,第3225回,2011年10月18日,4,4,4,2
3225,第3226回,2011年10月19日,4,5,8,6
3226,第3227回,2011年10月20日,2,2,5,7
3227,第3228回,2011年10月21日,5,9,0,4
3228,第3229回,2011年10月24日,9,5,9,2
3229,第3230回,2011年10月25日,1,2,6,9
3230,第3231回,2011年10月26日,8,6,9,7
3231,第3232回,2011年10月27日,6,2,8,1
3232,第3233回,2011年10月28日,2,1,4,1
3233,第3234回,2011年10月31日,7,2,1,7
3234,第3235回,2011年11月1日,6,8,4,8
3235,第3236回,2011年11月2日,8,3,1,6
3236,第3237回,2011年11月3日,1,8,7,3
3237,第3238回,2011年11月4日,0,7,2,1
3238,第3239回,2011年11月7日,6,9,2,6
3239,第3240回,2011年11月8日,2,3,1,2
3240,第3241回,2011年11月9日,2,3,9,2
3241,第3242回,2011年11月10日,2,6,1,3
3242,第3243回,2011年11月11日,7,9,3,5
3243,第3244回,2011年11月14日,7,2,7,6
3244,第3245回,2011年11月15日,4,2,9,2
3245,第3246回,2011年11月16日,4,9,3,4
3246,第3247回,2011年11月17日,2,5,5,4
3247,第3248回,2011年11月18日,7,8,8,0
3248,第3249回,2011年11月21日,5,4,3,3
3249,第3250回,2011年11月22日,8,0,3,2
3250,第3251回,2011年11月23日,9,9,5,1
3251,第3252回,2011年11月24日,0,0,1,2
3252,第3253回,2011年11月25日,0,7,4,0
3253,第3254回,2011年11月28日,7,7,0,4
3254,第3255回,2011年11月29日,8,1,7,2
3255,第3256回,2011年11月30日,3,1,2,6
3256,第3257回,2011年12月1日,3,7,9,2
3257,第3258回,2011年12月2日,2,5,0,5
3258,第3259回,2011年12月5日,6,1,9,6
3259,第3260回,2011年12月6日,4,3,4,7
3260,第3261回,2011年12月7日,6,4,4,7
3261,第3262回,2011年12月8日,9,2,9,8
3262,第3263回,2011年12月9日,3,9,7,4
3263,第3264回,2011年12月12日,8,4,7,5
3264,第3265回,2011年12月13日,0,7,0,4
3265,第3266回,2011年12月14日,1,4,3,4
3266,第3267回,2011年12月15日,6,0,9,8
3267,第3268回,2011年12月16日,7,1,8,8
3268,第3269回,2011年12月19日,7,0,4,0
3269,第3270回,2011年12月20日,8,1,9,1
3270,第3271回,2011年12月21日,3,6,5,3
3271,第3272回,2011年12月22日,1,7,4,6
3272,第3273回,2011年12月23日,6,3,7,7
3273,第3274回,2011年12月26日,5,3,9,4
3274,第3275回,2011年12月27日,4,3,7,1
3275,第3276回,2011年12月28日,7,4,7,0
3276,第3277回,2011年12月29日,1,7,1,6
3277,第3278回,2011年12月30日,4,1,3,4
3278,第3279回,2012年1月4日,6,5,4,5
3279,第3280回,2012年1月5日,6,1,5,6
3280,第3281回,2012年1月6日,4,0,5,0
3281,第3282回,2012年1月9日,2,2,5,8
3282,第3283回,2012年1月10日,2,6,1,0
3283,第3284回,2012年1月11日,0,1,6,7
3284,第3285回,2012年1月12日,7,4,0,9
3285,第3286回,2012年1月13日,1,7,7,7
3286,第3287回,2012年1月16日,4,8,6,8
3287,第3288回,2012年1月17日,1,1,9,6
3288,第3289回,2012年1月18日,2,7,7,1
3289,第3290回,2012年1月19日,5,7,5,5
3290,第3291回,2012年1月20日,7,2,1,9
3291,第3292回,2012年1月23日,8,1,7,9
3292,第3293回,2012年1月24日,6,3,8,6
3293,第3294回,2012年1月25日,3,8,8,6
3294,第3295回,2012年1月26日,2,4,0,8
3295,第3296回,2012年1月27日,9,6,1,7
3296,第3297回,2012年1月30日,5,7,4,3
3297,第3298回,2012年1月31日,5,9,2,3
3298,第3299回,2012年2月1日,4,5,2,2
3299,第3300回,2012年2月2日,1,9,0,9
3300,第3301回,2012年2月3日,1,6,4,7
3301,第3302回,2012年2月6日,6,9,1,1
3302,第3303回,2012年2月7日,3,7,9,2
3303,第3304回,2012年2月8日,3,8,6,2
3304,第3305回,2012年2月9日,8,6,1,1
3305,第3306回,2012年2月10日,2,1,2,7
3306,第3307回,2012年2月13日,0,8,7,2
3307,第3308回,2012年2月14日,5,3,1,0
3308,第3309回,2012年2月15日,1,5,1,3
3309,第3310回,2012年2月16日,1,4,2,4
3310,第3311回,2012年2月17日,1,2,4,1
3311,第3312回,2012年2月20日,3,5,1,0
3312,第3313回,2012年2月21日,4,3,5,5
3313,第3314回,2012年2月22日,3,8,0,7
3314,第3315回,2012年2月23日,4,1,5,6
3315,第3316回,2012年2月24日,9,7,7,9
3316,第3317回,2012年2月27日,2,0,1,9
3317,第3318回,2012年2月28日,9,1,3,1
3318,第3319回,2012年2月29日,0,9,7,1
3319,第3320回,2012年3月1日,2,8,1,4
3320,第3321回,2012年3月2日,1,3,6,9
3321,第3322回,2012年3月5日,8,9,6,4
3322,第3323回,2012年3月6日,4,9,8,8
3323,第3324回,2012年3月7日,1,3,5,7
3324,第3325回,2012年3月8日,0,2,2,3
3325,第3326回,2012年3月9日,5,4,7,0
3326,第3327回,2012年3月12日,5,1,1,2
3327,第3328回,2012年3月13日,7,0,5,7
3328,第3329回,2012年3月14日,5,2,4,0
3329,第3330回,2012年3月15日,2,8,6,3
3330,第3331回,2012年3月16日,4,9,1,6
3331,第3332回,2012年3月19日,8,6,0,4
3332,第3333回,2012年3月20日,2,6,2,8
3333,第3334回,2012年3月21日,9,5,6,9
3334,第3335回,2012年3月22日,0,7,5,8
3335,第3336回,2012年3月23日,4,3,6,9
3336,第3337回,2012年3月26日,0,9,8,1
3337,第3338回,2012年3月27日,6,7,0,5
3338,第3339回,2012年3月28日,3,0,8,9
3339,第3340回,2012年3月29日,0,9,4,8
3340,第3341回,2012年3月30日,6,5,2,1
3341,第3342回,2012年4月2日,9,9,4,0
3342,第3343回,2012年4月3日,1,2,2,0
3343,第3344回,2012年4月4日,0,6,3,4
3344,第3345回,2012年4月5日,1,1,8,2
3345,第3346回,2012年4月6日,8,1,5,2
3346,第3347回,2012年4月9日,0,0,1,1
3347,第3348回,2012年4月10日,3,0,5,7
3348,第3349回,2012年4月11日,2,8,7,9
3349,第3350回,2012年4月12日,6,0,1,7
3350,第3351回,2012年4月13日,8,5,9,6
3351,第3352回,2012年4月16日,1,2,3,4
3352,第3353回,2012年4月17日,3,0,1,9
3353,第3354回,2012年4月18日,8,5,8,5
3354,第3355回,2012年4月19日,8,9,4,7
3355,第3356回,2012年4月20日,4,3,1,0
3356,第3357回,2012年4月23日,7,3,7,2
3357,第3358回,2012年4月24日,8,6,0,8
3358,第3359回,2012年4月25日,4,5,4,5
3359,第3360回,2012年4月26日,6,2,0,0
3360,第3361回,2012年4月27日,2,0,4,4
3361,第3362回,2012年4月30日,6,7,6,7
3362,第3363回,2012年5月1日,5,7,5,3
3363,第3364回,2012年5月2日,8,4,9,1
3364,第3365回,2012年5月3日,9,3,3,8
3365,第3366回,2012年5月4日,3,7,3,3
3366,第3367回,2012年5月7日,9,2,6,6
3367,第3368回,2012年5月8日,3,8,4,5
3368,第3369回,2012年5月9日,7,0,8,5
3369,第3370回,2012年5月10日,0,7,5,0
3370,第3371回,2012年5月11日,3,0,4,6
3371,第3372回,2012年5月14日,5,4,9,9
3372,第3373回,2012年5月15日,1,5,6,4
3373,第3374回,2012年5月16日,0,4,2,4
3374,第3375回,2012年5月17日,0,0,2,5
3375,第3376回,2012年5月18日,6,2,8,5
3376,第3377回,2012年5月21日,1,4,6,9
3377,第3378回,2012年5月22日,4,9,7,8
3378,第3379回,2012年5月23日,9,4,1,0
3379,第3380回,2012年5月24日,9,4,2,1
3380,第3381回,2012年5月25日,4,8,7,7
3381,第3382回,2012年5月28日,3,6,6,0
3382,第3383回,2012年5月29日,7,1,0,7
3383,第3384回,2012年5月30日,1,1,3,4
3384,第3385回,2012年5月31日,9,4,1,4
3385,第3386回,2012年6月1日,0,0,5,0
3386,第3387回,2012年6月4日,9,5,6,5
3387,第3388回,2012年6月5日,8,8,3,0
3388,第3389回,2012年6月6日,7,4,8,6
3389,第3390回,2012年6月7日,5,4,4,0
3390,第3391回,2012年6月8日,9,4,5,6
3391,第3392回,2012年6月11日,6,2,3,8
3392,第3393回,2012年6月12日,7,2,0,4
3393,第3394回,2012年6月13日,3,1,0,9
3394,第3395回,2012年6月14日,3,9,8,7
3395,第3396回,2012年6月15日,6,3,7,4
3396,第3397回,2012年6月18日,4,6,9,5
3397,第3398回,2012年6月19日,9,5,0,5
3398,第3399回,2012年6月20日,8,1,0,1
3399,第3400回,2012年6月21日,9,0,8,2
3400,第3401回,2012年6月22日,9,7,6,8
3401,第3402回,2012年6月25日,2,1,7,9
3402,第3403回,2012年6月26日,8,1,0,6
3403,第3404回,2012年6月27日,7,5,3,2
3404,第3405回,2012年6月28日,2,9,9,6
3405,第3406回,2012年6月29日,2,5,5,7
3406,第3407回,2012年7月2日,5,2,0,3
3407,第3408回,2012年7月3日,0,5,9,8
3408,第3409回,2012年7月4日,5,7,4,4
3409,第3410回,2012年7月5日,7,4,7,4
3410,第3411回,2012年7月6日,8,0,0,8
3411,第3412回,2012年7月9日,6,3,4,8
3412,第3413回,2012年7月10日,2,4,5,4
3413,第3414回,2012年7月11日,1,5,9,0
3414,第3415回,2012年7月12日,3,9,2,7
3415,第3416回,2012年7月13日,1,7,0,9
3416,第3417回,2012年7月16日,5,3,9,3
3417,第3418回,2012年7月17日,9,5,7,0
3418,第3419回,2012年7月18日,9,9,0,9
3419,第3420回,2012年7月19日,8,4,4,1
3420,第3421回,2012年7月20日,1,5,0,6
3421,第3422回,2012年7月23日,4,1,2,0
3422,第3423回,2012年7月24日,4,4,4,0
3423,第3424回,2012年7月25日,1,8,9,2
3424,第3425回,2012年7月26日,8,3,1,1
3425,第3426回,2012年7月27日,7,5,3,4
3426,第3427回,2012年7月30日,7,9,2,1
3427,第3428回,2012年7月31日,4,0,5,8
3428,第3429回,2012年8月1日,7,5,7,1
3429,第3430回,2012年8月2日,2,9,0,5
3430,第3431回,2012年8月3日,3,3,9,4
3431,第3432回,2012年8月6日,9,8,1,8
3432,第3433回,2012年8月7日,2,8,1,3
3433,第3434回,2012年8月8日,9,7,9,4
3434,第3435回,2012年8月9日,4,8,8,9
3435,第3436回,2012年8月10日,7,2,2,2
3436,第3437回,2012年8月13日,9,7,3,8
3437,第3438回,2012年8月14日,5,5,7,3
3438,第3439回,2012年8月15日,9,1,7,9
3439,第3440回,2012年8月16日,3,7,0,7
3440,第3441回,2012年8月17日,0,2,3,4
3441,第3442回,2012年8月20日,8,3,4,4
3442,第3443回,2012年8月21日,9,5,7,2
3443,第3444回,2012年8月22日,4,3,3,7
3444,第3445回,2012年8月23日,8,6,6,5
3445,第3446回,2012年8月24日,0,1,8,9
3446,第3447回,2012年8月27日,6,3,5,4
3447,第3448回,2012年8月28日,9,2,2,6
3448,第3449回,2012年8月29日,4,0,4,0
3449,第3450回,2012年8月30日,4,6,9,8
3450,第3451回,2012年8月31日,0,9,8,4
3451,第3452回,2012年9月3日,8,7,4,2
3452,第3453回,2012年9月4日,5,9,6,5
3453,第3454回,2012年9月5日,9,5,6,0
3454,第3455回,2012年9月6日,4,9,8,9
3455,第3456回,2012年9月7日,0,5,7,7
3456,第3457回,2012年9月10日,1,0,9,3
3457,第3458回,2012年9月11日,8,4,4,0
3458,第3459回,2012年9月12日,5,7,6,5
3459,第3460回,2012年9月13日,7,9,5,4
3460,第3461回,2012年9月14日,6,9,6,9
3461,第3462回,2012年9月17日,9,4,2,7
3462,第3463回,2012年9月18日,2,3,0,5
3463,第3464回,2012年9月19日,1,4,7,7
3464,第3465回,2012年9月20日,2,9,4,7
3465,第3466回,2012年9月21日,8,8,8,7
3466,第3467回,2012年9月24日,5,7,5,5
3467,第3468回,2012年9月25日,5,3,6,8
3468,第3469回,2012年9月26日,0,3,8,6
3469,第3470回,2012年9月27日,3,0,2,9
3470,第3471回,2012年9月28日,4,8,3,5
3471,第3472回,2012年10月1日,2,2,6,8
3472,第3473回,2012年10月2日,2,9,7,0
3473,第3474回,2012年10月3日,4,1,6,1
3474,第3475回,2012年10月4日,8,3,8,2
3475,第3476回,2012年10月5日,8,5,6,0
3476,第3477回,2012年10月8日,6,2,1,6
3477,第3478回,2012年10月9日,4,3,3,8
3478,第3479回,2012年10月10日,9,5,2,2
3479,第3480回,2012年10月11日,3,7,1,2
3480,第3481回,2012年10月12日,4,5,7,1
3481,第3482回,2012年10月15日,5,7,9,6
3482,第3483回,2012年10月16日,7,1,5,9
3483,第3484回,2012年10月17日,8,4,9,3
3484,第3485回,2012年10月18日,3,1,1,0
3485,第3486回,2012年10月19日,9,1,3,3
3486,第3487回,2012年10月22日,0,7,1,1
3487,第3488回,2012年10月23日,6,2,6,5
3488,第3489回,2012年10月24日,5,9,0,3
3489,第3490回,2012年10月25日,8,5,5,4
3490,第3491回,2012年10月26日,1,5,4,6
3491,第3492回,2012年10月29日,5,9,9,4
3492,第3493回,2012年10月30日,6,5,9,9
3493,第3494回,2012年10月31日,9,0,0,2
3494,第3495回,2012年11月1日,1,8,4,1
3495,第3496回,2012年11月2日,9,4,5,4
3496,第3497回,2012年11月5日,7,6,4,6
3497,第3498回,2012年11月6日,0,8,2,0
3498,第3499回,2012年11月7日,5,4,7,4
3499,第3500回,2012年11月8日,9,3,6,0
3500,第3501回,2012年11月9日,4,1,6,7
3501,第3502回,2012年11月12日,7,9,9,5
3502,第3503回,2012年11月13日,9,0,3,4
3503,第3504回,2012年11月14日,5,8,7,9
3504,第3505回,2012年11月15日,5,3,9,5
3505,第3506回,2012年11月16日,5,1,9,4
3506,第3507回,2012年11月19日,8,6,6,0
3507,第3508回,2012年11月20日,7,9,2,2
3508,第3509回,2012年11月21日,8,4,7,7
3509,第3510回,2012年11月22日,1,4,6,7
3510,第3511回,2012年11月23日,2,8,6,8
3511,第3512回,2012年11月26日,4,9,0,0
3512,第3513回,2012年11月27日,4,7,6,7
3513,第3514回,2012年11月28日,2,8,5,9
3514,第3515回,2012年11月29日,6,0,0,4
3515,第3516回,2012年11月30日,9,1,7,0
3516,第3517回,2012年12月3日,4,7,6,2
3517,第3518回,2012年12月4日,9,6,0,7
3518,第3519回,2012年12月5日,8,8,9,7
3519,第3520回,2012年12月6日,2,9,5,2
3520,第3521回,2012年12月7日,7,0,6,7
3521,第3522回,2012年12月10日,1,1,7,1
3522,第3523回,2012年12月11日,5,5,4,9
3523,第3524回,2012年12月12日,5,9,5,2
3524,第3525回,2012年12月13日,3,6,0,8
3525,第3526回,2012年12月14日,7,3,5,6
3526,第3527回,2012年12月17日,9,3,9,5
3527,第3528回,2012年12月18日,3,7,7,8
3528,第3529回,2012年12月19日,9,5,8,2
3529,第3530回,2012年12月20日,1,9,8,2
3530,第3531回,2012年12月21日,9,6,3,2
3531,第3532回,2012年12月24日,0,2,7,3
3532,第3533回,2012年12月25日,1,3,3,2
3533,第3534回,2012年12月26日,9,0,7,3
3534,第3535回,2012年12月27日,7,5,3,1
3535,第3536回,2012年12月28日,3,2,7,3
3536,第3537回,2013年1月4日,2,0,5,2
3537,第3538回,2013年1月7日,3,1,4,8
3538,第3539回,2013年1月8日,3,4,6,4
3539,第3540回,2013年1月9日,3,4,0,5
3540,第3541回,2013年1月10日,8,5,1,2
3541,第3542回,2013年1月11日,2,5,3,1
3542,第3543回,2013年1月14日,0,7,8,3
3543,第3544回,2013年1月15日,7,7,7,3
3544,第3545回,2013年1月16日,1,5,9,5
3545,第3546回,2013年1月17日,8,7,9,1
3546,第3547回,2013年1月18日,9,3,8,3
3547,第3548回,2013年1月21日,3,9,8,0
3548,第3549回,2013年1月22日,7,0,6,4
3549,第3550回,2013年1月23日,5,6,3,8
3550,第3551回,2013年1月24日,3,8,4,7
3551,第3552回,2013年1月25日,3,0,1,9
3552,第3553回,2013年1月28日,0,6,2,4
3553,第3554回,2013年1月29日,9,4,4,4
3554,第3555回,2013年1月30日,6,2,6,2
3555,第3556回,2013年1月31日,3,9,1,1
3556,第3557回,2013年2月1日,9,1,5,9
3557,第3558回,2013年2月4日,6,7,0,8
3558,第3559回,2013年2月5日,3,3,9,7
3559,第3560回,2013年2月6日,9,3,7,5
3560,第3561回,2013年2月7日,6,9,6,4
3561,第3562回,2013年2月8日,3,0,9,2
3562,第3563回,2013年2月11日,3,4,0,2
3563,第3564回,2013年2月12日,5,8,8,8
3564,第3565回,2013年2月13日,6,2,5,8
3565,第3566回,2013年2月14日,2,3,4,0
3566,第3567回,2013年2月15日,2,3,7,6
3567,第3568回,2013年2月18日,0,6,7,3
3568,第3569回,2013年2月19日,2,8,2,1
3569,第3570回,2013年2月20日,5,7,7,7
3570,第3571回,2013年2月21日,7,3,2,9
3571,第3572回,2013年2月22日,5,6,4,7
3572,第3573回,2013年2月25日,3,1,7,8
3573,第3574回,2013年2月26日,9,5,8,5
3574,第3575回,2013年2月27日,3,4,3,3
3575,第3576回,2013年2月28日,9,3,3,3
3576,第3577回,2013年3月1日,8,2,2,2
3577,第3578回,2013年3月4日,7,3,0,3
3578,第3579回,2013年3月5日,4,2,9,5
3579,第3580回,2013年3月6日,5,8,9,3
3580,第3581回,2013年3月7日,2,8,8,7
3581,第3582回,2013年3月8日,4,4,2,4
3582,第3583回,2013年3月11日,4,3,7,9
3583,第3584回,2013年3月12日,8,4,7,1
3584,第3585回,2013年3月13日,4,4,6,5
3585,第3586回,2013年3月14日,3,4,1,7
3586,第3587回,2013年3月15日,2,1,0,5
3587,第3588回,2013年3月18日,2,9,3,5
3588,第3589回,2013年3月19日,4,3,2,7
3589,第3590回,2013年3月20日,1,1,0,5
3590,第3591回,2013年3月21日,1,5,6,4
3591,第3592回,2013年3月22日,3,5,7,5
3592,第3593回,2013年3月25日,0,2,4,1
3593,第3594回,2013年3月26日,0,1,8,1
3594,第3595回,2013年3月27日,9,7,4,0
3595,第3596回,2013年3月28日,5,9,8,5
3596,第3597回,2013年3月29日,3,1,9,1
3597,第3598回,2013年4月1日,5,9,9,7
3598,第3599回,2013年4月2日,9,4,9,3
3599,第3600回,2013年4月3日,4,8,9,6
3600,第3601回,2013年4月4日,6,9,3,8
3601,第3602回,2013年4月5日,5,0,2,2
3602,第3603回,2013年4月8日,3,3,1,5
3603,第3604回,2013年4月9日,8,1,0,4
3604,第3605回,2013年4月10日,5,3,5,9
3605,第3606回,2013年4月11日,3,0,0,2
3606,第3607回,2013年4月12日,6,7,1,7
3607,第3608回,2013年4月15日,1,4,6,0
3608,第3609回,2013年4月16日,2,3,9,0
3609,第3610回,2013年4月17日,4,8,6,8
3610,第3611回,2013年4月18日,6,7,7,5
3611,第3612回,2013年4月19日,0,7,9,9
3612,第3613回,2013年4月22日,6,2,5,3
3613,第3614回,2013年4月23日,5,9,7,0
3614,第3615回,2013年4月24日,2,6,0,0
3615,第3616回,2013年4月25日,7,7,9,3
3616,第3617回,2013年4月26日,1,0,5,6
3617,第3618回,2013年4月29日,3,4,1,6
3618,第3619回,2013年4月30日,1,1,1,4
3619,第3620回,2013年5月1日,7,8,9,5
3620,第3621回,2013年5月2日,0,0,9,5
3621,第3622回,2013年5月3日,4,2,3,7
3622,第3623回,2013年5月6日,4,5,6,9
3623,第3624回,2013年5月7日,6,5,5,4
3624,第3625回,2013年5月8日,3,3,0,7
3625,第3626回,2013年5月9日,7,3,7,2
3626,第3627回,2013年5月10日,8,5,0,3
3627,第3628回,2013年5月13日,6,8,3,6
3628,第3629回,2013年5月14日,1,2,9,5
3629,第3630回,2013年5月15日,9,6,0,4
3630,第3631回,2013年5月16日,6,9,8,5
3631,第3632回,2013年5月17日,1,6,6,7
3632,第3633回,2013年5月20日,7,2,0,9
3633,第3634回,2013年5月21日,9,9,9,1
3634,第3635回,2013年5月22日,8,2,2,6
3635,第3636回,2013年5月23日,7,7,6,0
3636,第3637回,2013年5月24日,7,1,7,3
3637,第3638回,2013年5月27日,1,3,6,4
3638,第3639回,2013年5月28日,1,6,7,6
3639,第3640回,2013年5月29日,9,9,5,7
3640,第3641回,2013年5月30日,7,2,5,1
3641,第3642回,2013年5月31日,6,4,1,8
3642,第3643回,2013年6月3日,9,8,9,2
3643,第3644回,2013年6月4日,0,5,4,4
3644,第3645回,2013年6月5日,5,5,8,7
3645,第3646回,2013年6月6日,4,6,3,7
3646,第3647回,2013年6月7日,2,5,6,5
3647,第3648回,2013年6月10日,8,4,7,9
3648,第3649回,2013年6月11日,3,0,1,6
3649,第3650回,2013年6月12日,4,6,9,7
3650,第3651回,2013年6月13日,2,4,0,3
3651,第3652回,2013年6月14日,9,7,0,6
3652,第3653回,2013年6月17日,2,0,3,3
3653,第3654回,2013年6月18日,1,4,2,6
3654,第3655回,2013年6月19日,3,9,9,7
3655,第3656回,2013年6月20日,7,5,4,7
3656,第3657回,2013年6月21日,3,9,9,6
3657,第3658回,2013年6月24日,8,0,9,6
3658,第3659回,2013年6月25日,0,7,8,4
3659,第3660回,2013年6月26日,1,9,2,9
3660,第3661回,2013年6月27日,4,7,3,0
3661,第3662回,2013年6月28日,0,9,3,4
3662,第3663回,2013年7月1日,6,5,5,0
3663,第3664回,2013年7月2日,2,9,4,0
3664,第3665回,2013年7月3日,3,1,4,1
3665,第3666回,2013年7月4日,5,4,1,2
3666,第3667回,2013年7月5日,8,3,8,7
3667,第3668回,2013年7月8日,8,6,5,5
3668,第3669回,2013年7月9日,1,5,5,0
3669,第3670回,2013年7月10日,4,7,9,1
3670,第3671回,2013年7月11日,2,5,8,8
3671,第3672回,2013年7月12日,4,1,5,6
3672,第3673回,2013年7月15日,2,1,0,1
3673,第3674回,2013年7月16日,0,9,5,1
3674,第3675回,2013年7月17日,2,3,4,2
3675,第3676回,2013年7月18日,1,8,8,6
3676,第3677回,2013年7月19日,9,9,1,6
3677,第3678回,2013年7月22日,3,5,2,9
3678,第3679回,2013年7月23日,8,6,9,7
3679,第3680回,2013年7月24日,1,7,8,0
3680,第3681回,2013年7月25日,9,0,1,2
3681,第3682回,2013年7月26日,1,2,9,6
3682,第3683回,2013年7月29日,3,7,2,8
3683,第3684回,2013年7月30日,1,6,7,4
3684,第3685回,2013年7月31日,4,0,7,6
3685,第3686回,2013年8月1日,0,6,8,1
3686,第3687回,2013年8月2日,0,6,1,2
